,建案名稱,總價,格局/地坪,建坪,位置,網站,latitude,longitude
637,立新恆美,,71.5,台南市新營區東泰16巷,台南市新營區東泰16巷,https://tainan.housetube.tw/47076,,
638,森億居NO.3,,位址:,成屋,台南市善化區東勢寮段二小段481-1、481-3地號,https://tainan.housetube.tw/47073,,
639,左岸一家,,位址:,成屋,台南市北區南園街127巷159號,https://tainan.housetube.tw/46566,23.006066,120.225817
640,向大平方,,52,台南市西港區後營里後營187-5號,台南市西港區後營里後營187-5號,https://tainan.housetube.tw/46448,23.109964,120.301152
641,登豐/真祥家6系列,,90.56,台南市新市區光明街46巷12號,台南市新市區光明街46巷12號,https://tainan.housetube.tw/45962,25.116142,121.244951
642,覓菟,,39.44~40.62,台南市將軍區西華1-86號,台南市將軍區西華1-86號,https://tainan.housetube.tw/45960,,
643,賀守宅No.6,,21.2~56.5,位址:,台南市新營區民族路與民族路268巷交叉路口,https://tainan.housetube.tw/45135,,
644,家綻2期,,位址:,…,台南市南區鹽埕,https://tainan.housetube.tw/44941,23.1518518,120.1072371
645,永大雙楹,"2,880萬",未提供,位址:,台南市永康區永大路二段698-700號,https://tainan.housetube.tw/44779,23.011342,120.263545
646,同喜,"2,880萬",43~128,台南市東區裕義路 x 裕平路,台南市東區裕義路 x 裕平路,https://tainan.housetube.tw/43742,,
647,靜好生活,"2,880萬",未提供,臺南市永康區西勢路93巷,臺南市永康區西勢路93巷,https://tainan.housetube.tw/43642,23.0255161,120.2623601
648,東旭鼎安居,"2,880萬",69.63,台南市永康區國華街96巷7號,台南市永康區國華街96巷7號,https://tainan.housetube.tw/41554,23.0131302,120.2475917
649,恆鵬朗朗,,位址:,預售,台南市永康區平道段0165地號,https://tainan.housetube.tw/47621,,
650,閤冠晶綻,,位址:,,台南市善化區文正段0586地號,https://tainan.housetube.tw/47473,,
651,佳璽成佳,,位址:,預售,臺南市官田區大同街,https://tainan.housetube.tw/47460,23.1938914,120.3175221
652,心苑景7,,位址:,預售,台南市永康區蔦松南段0293地號,https://tainan.housetube.tw/47070,,
653,旭日高升,,未提供,台南市北區旭日街,台南市北區旭日街,https://tainan.housetube.tw/47069,23.0113249,120.2140268
654,艾美御之苑,,位址:,預售,台南市中西區武聖段2534地號,https://tainan.housetube.tw/46691,,
655,鼎立新東33期,,未提供,東興十街,東興十街,https://tainan.housetube.tw/46010,23.318759,120.323104
656,鄉景森品,,位址:,預售,未提供,https://tainan.housetube.tw/44746,34.2338993,135.177091
657,雋築,,未提供,臺南市新營區公園路二段,臺南市新營區公園路二段,https://tainan.housetube.tw/44744,23.301525,120.3004397
658,森美學NO20透天區,,未提供,未提供,未提供,https://tainan.housetube.tw/44276,34.2338993,135.177091
659,森美學NO20華廈區,,位址:,…,未提供,https://tainan.housetube.tw/44275,34.2338993,135.177091
660,3x2HOUSES,,未提供,未提供,未提供,https://tainan.housetube.tw/44144,34.2338993,135.177091
661,為有巢-保安宮,,未提供,台南市安南區長和路三段38巷,台南市安南區長和路三段38巷,https://tainan.housetube.tw/42270,,
662,和通有謙,,21~38,未提供,未提供,https://tainan.housetube.tw/42245,34.2338993,135.177091
663,樂沐Home贏,,位址:,預售,台南市六甲區龜港里80巷38弄,https://tainan.housetube.tw/40484,23.109964,120.301152
664,清景麟夢公園,,21~35,東區平實路 x 裕永路,東區平實路 x 裕永路,https://tainan.housetube.tw/45397,22.275137,114.223333
665,廣峻囍喆NO6,,未提供,未提供,未提供,https://tainan.housetube.tw/45219,34.2338993,135.177091
666,福川岩庭,,位址:,預售,未提供,https://tainan.housetube.tw/44950,34.2338993,135.177091
667,鑫苑NO3,,未提供,育德路、集合街,育德路、集合街,https://tainan.housetube.tw/44462,,
668,麻豆讚,,位址:,明星學區,麻豆區農會網紅超市旁,https://tainan.housetube.tw/39466,,
669,邰欣地堡89,,24.5~34.6,永康區龍中街和聖龍街,永康區龍中街和聖龍街,https://tainan.housetube.tw/39086,23.02444,120.25556
670,幸福100 NO.13,,46~57,台南市安定區新庄段117地號,台南市安定區新庄段117地號,https://tainan.housetube.tw/37307,23.109964,120.301152
671,愛琴海,,24~46,安平區國平北路與國平南路口,安平區國平北路與國平南路口,https://tainan.housetube.tw/36654,,
672,綠海都心,,24~43,台南市永康區東橋七路,台南市永康區東橋七路,https://tainan.housetube.tw/35678,23.0198782,120.2376654
673,潤隆(真愛No.2),,24~35,安平區國平北路125-1號,安平區國平北路125-1號,https://tainan.housetube.tw/35331,25.04851,121.521213
674,春福學學,,22~37,安南區郡安路五段,安南區郡安路五段,https://tainan.housetube.tw/34827,23.0290621,120.1974499
675,My鑫光,,位址:,社區,永華路二段825號,https://tainan.housetube.tw/27796,,
676,君峰會,,位址:,社區,未提供,https://tainan.housetube.tw/20465,34.2338993,135.177091
677,院無圍,,未提供,台南市麻豆區南勢里24鄰南勢82之36號,台南市麻豆區南勢里24鄰南勢82之36號,https://tainan.housetube.tw/18787,,
678,世界帝標,,27~95,台南市東區龍山街72號,台南市東區龍山街72號,https://tainan.housetube.tw/595,,
679,山水居,,76~79,安定區新吉里新吉59-3號旁,安定區新吉里新吉59-3號旁,https://tainan.housetube.tw/40075,,
680,橫川家之戀,,位址:,,安定區保安段110地號,https://tainan.housetube.tw/39219,,
681,首奕松濤3,,位址:,社區,未提供,https://tainan.housetube.tw/39154,34.2338993,135.177091
682,吉家家作,,位址:,社區,臺南市安定區港子尾段510-5地號,https://tainan.housetube.tw/38652,,
683,隆聖和風,,位址:,社區,未提供,https://tainan.housetube.tw/47742,34.2338993,135.177091
684,南科新境,,未提供,未提供,未提供,https://tainan.housetube.tw/47741,34.2338993,135.177091
685,御光影6,,未提供,未提供,未提供,https://tainan.housetube.tw/47735,34.2338993,135.177091
686,小陶砌,,位址:,社區,未提供,https://tainan.housetube.tw/47609,34.2338993,135.177091
687,戀戀灣裡,,位址:,社區,台南市南區灣裡路282巷140號,https://tainan.housetube.tw/47596,23.109964,120.301152
688,棕櫚灣,,位址:,社區,未提供,https://tainan.housetube.tw/47553,34.2338993,135.177091
689,晉基森Villa,,52~98,臺南市仁德區文賢路二段15巷39號對面,臺南市仁德區文賢路二段15巷39號對面,https://tainan.housetube.tw/47371,22.921867,120.236467
690,晨夏2,"1,174~1,398萬",35~47,台南市西港區双營段1109-0003地號,台南市西港區双營段1109-0003地號,https://tainan.housetube.tw/47265,23.109964,120.301152
691,昌玖常磐,,位址:,明星學區,安南區慶安路115巷66號,https://tainan.housetube.tw/47112,,
692,沐春11,,未提供,未提供,未提供,https://tainan.housetube.tw/47048,34.2338993,135.177091
693,安平 時.茁壯,,89.49~90.18,台南市安平區州平二街12-1號,台南市安平區州平二街12-1號,https://tainan.housetube.tw/46993,24.7495,121.713234
694,家薪6,,38.85~52.32,鎮安段230號(GOOGLE家薪6),鎮安段230號(GOOGLE家薪6),https://tainan.housetube.tw/46972,,
695,西港築園,,51~52.3,台南市西港區新港12-1號,台南市西港區新港12-1號,https://tainan.housetube.tw/46968,25.04851,121.521213
696,永安一方3,,位址:,社區,鹽行段1482-2地號,https://tainan.housetube.tw/46651,32.46898,130.64577
697,巨名串門,,46~62,台南市安南區安興街351巷,台南市安南區安興街351巷,https://tainan.housetube.tw/46615,,
698,測試建案,,未提供,未提供,未提供,https://tainan.housetube.tw/46551,34.2338993,135.177091
699,粉采四季,,55.38~56.56,台南市下營區仁信街19~23號,台南市下營區仁信街19~23號,https://tainan.housetube.tw/46495,23.227843,120.260109
700,為有巢-東勢寮,,38.66~39.52,台南市善化區昌隆里3鄰東勢寮30-12號,台南市善化區昌隆里3鄰東勢寮30-12號,https://tainan.housetube.tw/46450,24.831158,121.234778
701,為有巢-大同三期,,38~39,台南市善化區六分寮188-1號,台南市善化區六分寮188-1號,https://tainan.housetube.tw/46449,25.04851,121.521213
702,五十皇冠5,,24.46~59.15,位址:,台南市安南區海佃路四段458號,https://tainan.housetube.tw/46406,23.0638781,120.1747642
703,琢富,,120,臺南市永康區永榮三街107號,臺南市永康區永榮三街107號,https://tainan.housetube.tw/46389,23.0153854,120.2586552
704,璞御3,,27~28.5,位址:,麻豆區三民路18之6號,https://tainan.housetube.tw/46040,23.1827364,120.245691
705,寬石.和光,,36,位址:,台南市中西區永華一街118號,https://tainan.housetube.tw/45959,22.9909884,120.1894896
706,青松居,,47~58,佳里區頂廍78-之3號,佳里區頂廍78-之3號,https://tainan.housetube.tw/45906,,
707,淳真年代5,,位址:,最新推案,台南市善化區民生路30號,https://tainan.housetube.tw/45785,23.1317234,120.3050935
708,隱玉所NO5,,未提供,湖美三街101號,湖美三街101號,https://tainan.housetube.tw/45771,23.0008581,120.1826397
709,永康君美,,未提供,永康區富強路一段98巷口(全聯後方),永康區富強路一段98巷口(全聯後方),https://tainan.housetube.tw/45729,,
710,山川藏美,,32~42,位址:,臺南市大內區內江里10鄰内庄289之88號,https://tainan.housetube.tw/45695,,
711,喜硯2,,未提供,台南市歸仁區西埔一街106號旁,台南市歸仁區西埔一街106號旁,https://tainan.housetube.tw/45685,23.109964,120.301152
712,沐埕南,,52,台南市佳里區佳興一街32巷88號,台南市佳里區佳興一街32巷88號,https://tainan.housetube.tw/45576,23.109964,120.301152
713,東堡3,,93~123,仁德區德糖路407巷26號,仁德區德糖路407巷26號,https://tainan.housetube.tw/45554,,
714,穗穗安居,,65,台南市後壁區前菁寮108之130號,台南市後壁區前菁寮108之130號,https://tainan.housetube.tw/45439,23.3711593,120.3472004
715,敦睦,,位址:,社區,未提供,https://tainan.housetube.tw/45400,34.2338993,135.177091
716,世釜.里玥,,48.6~50.2,台南市南區灣裡路88巷135號,台南市南區灣裡路88巷135號,https://tainan.housetube.tw/45209,23.109964,120.301152
717,好意園27,,未提供,未提供,未提供,https://tainan.housetube.tw/45103,34.2338993,135.177091
718,知藝築18,,位址:,社區,台南市佳里區同安寮100之81號,https://tainan.housetube.tw/45102,23.1623321,120.1942243
719,富寓人生13期,,未提供,未提供,未提供,https://tainan.housetube.tw/45064,34.2338993,135.177091
720,鄉景善品,,位址:,社區,未提供,https://tainan.housetube.tw/45053,34.2338993,135.177091
721,陸嶼森光,,64~83,北區中華北路一段263巷17號,北區中華北路一段263巷17號,https://tainan.housetube.tw/45003,24.81641,120.94934
722,邰欣地堡77期,,位址:,最新推案,未提供,https://tainan.housetube.tw/44977,34.2338993,135.177091
723,美麗南科2/真祥家NO.11,,位址:,低自備,台南市善化區東勢寮段二小段 858.869地號等2筆土地,https://tainan.housetube.tw/44975,,
724,泓邸2023,,124,台南市北區文成三路207號,台南市北區文成三路207號,https://tainan.housetube.tw/44960,23.0166539,120.2046309
725,當代逸墅15期,,48~68,下營區慈惠街19號,下營區慈惠街19號,https://tainan.housetube.tw/44911,23.2357501,120.2685962
726,美麗南科1/真祥家NO.11,,位址:,低自備,台南市善化區東勢寮段二小段858.869地號等2筆土地,https://tainan.housetube.tw/44907,,
727,溪美,,48.78~50.53,台南市善化區溪美里溪尾73-6號,台南市善化區溪美里溪尾73-6號,https://tainan.housetube.tw/44839,24.990384,121.905284
728,森沃,,99,永康區永中街25號,永康區永中街25號,https://tainan.housetube.tw/44824,23.0237968,120.2572056
729,天城,,68,台南市安南區城安一街7號,台南市安南區城安一街7號,https://tainan.housetube.tw/44782,23.0659777,120.1289316
730,賀守宅NO.5,,55,台南市安南區北安二街,台南市安南區北安二街,https://tainan.housetube.tw/44780,23.0356382,120.2056296
731,達觀29,,103.88,台南市佳里區林園街,台南市佳里區林園街,https://tainan.housetube.tw/44778,25.010051,121.453772
732,市心金鑽,,位址:,社區,未提供,https://tainan.housetube.tw/44745,34.2338993,135.177091
733,常鼎家圓2,,23~24,位址:,台南市佳里區佳果段603等地號,https://tainan.housetube.tw/44705,,
734,宜居樂活,,76.3,台南市安南區長溪街3段418巷10號,台南市安南區長溪街3段418巷10號,https://tainan.housetube.tw/44703,,
735,臻成佳,,位址:,社區,台南市佳里區佛天段609地號,https://tainan.housetube.tw/44702,,
736,晨曦II,,53~61,台南市安南區海中街130巷51號,台南市安南區海中街130巷51號,https://tainan.housetube.tw/44700,,
737,創兆恬覓,,52~88,台南市永康區北興路88巷,台南市永康區北興路88巷,https://tainan.housetube.tw/44689,23.0136112,120.2672283
738,吉祥I,,49~57,台南市安南區海佃路四段490巷吉祥公園正對面,台南市安南區海佃路四段490巷吉祥公園正對面,https://tainan.housetube.tw/44664,,
739,傑作,,108,台南市安南區公學路六段721巷313號,台南市安南區公學路六段721巷313號,https://tainan.housetube.tw/44628,,
740,景禾雅3,,位址:,首購,永康區廣興段593地號,https://tainan.housetube.tw/44623,23.02444,120.25556
741,臻愛邸,,48.85~53.41,台南市歸仁區公園路33號,台南市歸仁區公園路33號,https://tainan.housetube.tw/44609,22.969183,120.299973
742,儷璟荷風2,,30~41,位址:,柳營界和路198號(吳晉淮音樂館旁）,https://tainan.housetube.tw/44595,,
743,建築家 Premium 7,,位址:,明星學區,台南市北區文賢二街101巷,https://tainan.housetube.tw/44583,23.0080969,120.1978028
744,艾美新時代,,位址:,社區,未提供,https://tainan.housetube.tw/44554,34.2338993,135.177091
745,喆園5,,43~46,台南市安南區青砂街572巷116弄88號,台南市安南區青砂街572巷116弄88號,https://tainan.housetube.tw/44508,23.044353,120.140991
746,慕沁庭2,,61.95,安南區幸福段[安南區府安路六段94巷],安南區幸福段[安南區府安路六段94巷],https://tainan.housetube.tw/44505,23.0246742,120.1915036
747,好意園28,,位址:,首購,安南區本淵寮公園斜對面,https://tainan.housetube.tw/44483,,
748,河韻,,48.58~52.82,西港區永樂里活動中心旁,西港區永樂里活動中心旁,https://tainan.housetube.tw/44481,,
749,植萃苑,,55~60,台南市安南區海環街146巷,台南市安南區海環街146巷,https://tainan.housetube.tw/44470,,
750,名佳美20期,,47~59,台南市安南區總安街一段146巷92弄,台南市安南區總安街一段146巷92弄,https://tainan.housetube.tw/44469,23.05309,120.2168481
751,有巢室,,72.21,台南市佳里區信義一街291巷51號,台南市佳里區信義一街291巷51號,https://tainan.housetube.tw/44467,23.1600723,120.1802984
752,新家富 大砌,,29~32,位址:,台南市安南區安富街21巷13號,https://tainan.housetube.tw/44465,24.781388,121.016399
753,森億居NO.2,,位址:,社區,未提供,https://tainan.housetube.tw/44463,34.2338993,135.177091
754,富築新院3,,36.4~56.3,佳里興366之8號,佳里興366之8號,https://tainan.housetube.tw/44369,,
755,好墅席第一期,,未提供,台南市新市區大營里豐榮35-1附近,台南市新市區大營里豐榮35-1附近,https://tainan.housetube.tw/44366,49.829907,12.473544
756,京硯2,,位址:,首購,台南市西港區西埔寮1-85號,https://tainan.housetube.tw/44360,24.801785,121.779129
757,禾悅2,,51~59,關廟花園二街17號,關廟花園二街17號,https://tainan.housetube.tw/44358,22.9628631,120.3371384
758,信義新桂,,位址:,首購,新市區信義街25巷,https://tainan.housetube.tw/44351,24.905849,121.049835
759,日光小鎮3,,位址:,低總價,佳里安南路5號旁,https://tainan.housetube.tw/44333,23.1539927,120.1792908210213
760,熊大心NO.2,,位址:,低總價,台南市歸仁區六甲二街,https://tainan.housetube.tw/44290,23.109964,120.301152
761,文平樂居,,未提供,位址:,台南市安平區文平路187巷85號,https://tainan.housetube.tw/44286,22.985485,120.177575
762,璽悅2,,21~23,位址:,永康區東橋一路135號,https://tainan.housetube.tw/44222,23.018338,120.2338073
763,仰自在,,75~76,台南市永康區永榮一街151號(資優生幼稚園旁),台南市永康區永榮一街151號(資優生幼稚園旁),https://tainan.housetube.tw/44220,,
764,靜宜美墅,,未提供,台南市關廟區深坑三街25巷17號東側,台南市關廟區深坑三街25巷17號東側,https://tainan.housetube.tw/44185,34.474772,133.039005
765,潤隆鉑悦,,未提供,台南市安平區健康路三段近建康一街,台南市安平區健康路三段近建康一街,https://tainan.housetube.tw/44184,,
766,花見小路NO.2,,44.5~45.47,台南市安南區城北路866巷,台南市安南區城北路866巷,https://tainan.housetube.tw/44171,23.0777569,120.1319525
767,元聚3,,42.3~49.1,台南市佳里區塭子內36-23號,台南市佳里區塭子內36-23號,https://tainan.housetube.tw/44168,24.830938,121.235938
768,宗大敘山,,位址:,社區,台南市新市區信義段241、243地號,https://tainan.housetube.tw/44167,,
769,雅泰極品NO.9,,未提供,目加溜灣大道481號,目加溜灣大道481號,https://tainan.housetube.tw/44143,,
770,宗大青田,,位址:,,未提供,https://tainan.housetube.tw/44142,34.2338993,135.177091
771,世御No.1,,87.9~97.7,台南市安平區建平九街96號,台南市安平區建平九街96號,https://tainan.housetube.tw/44066,22.9912808,120.1799134
772,煌聖大鉅,,50~76,台南市新市區社內里社內28號之18旁,台南市新市區社內里社內28號之18旁,https://tainan.housetube.tw/44026,23.076388,120.280136
773,尚永成,,20.93~28.01,位址:,台南市南區永成路三段79號,https://tainan.housetube.tw/44025,22.9646292,120.1953011
774,巨名承雲,,136,台南市東區崇明四街38號,台南市東區崇明四街38號,https://tainan.housetube.tw/44021,,
775,宸新居3,,54~66,台南市永康區和平路238巷38號,台南市永康區和平路238巷38號,https://tainan.housetube.tw/44000,24.884924,121.288108
776,南科日和,,未提供,台南市安定區蘇林里93-3號,台南市安定區蘇林里93-3號,https://tainan.housetube.tw/43979,24.831045,121.23511
777,築理想,,59.5,台南市官田區二鎮里工社西街11巷8號,台南市官田區二鎮里工社西街11巷8號,https://tainan.housetube.tw/43973,24.404605,120.759201
778,淳真年代2,,位址:,社區,台南市善化區茄拔段一小段1532號,https://tainan.housetube.tw/43969,24.699068,120.919573
779,靜岡16,,53~56,新化區中正路927號,新化區中正路927號,https://tainan.housetube.tw/43949,23.0488798,120.3016669
780,舜頌居7,,未提供,位址:,台南市永康區永華路201巷35號(靠近瑞玲外省麵；崑山國小),https://tainan.housetube.tw/43915,24.241539,120.787364
781,上品11,,41.24,台南市安南區慈興六街27號~51號,台南市安南區慈興六街27號~51號,https://tainan.housetube.tw/43837,23.075856,120.143025
782,天陽大富NO3,,未提供,臺南市關廟區民生街,臺南市關廟區民生街,https://tainan.housetube.tw/43790,22.9575322,120.3259382
783,樂陶二期,,未提供,和平路51巷,和平路51巷,https://tainan.housetube.tw/43789,23.1740603,120.4870729
784,森幕庭,,位址:,社區,西門路一段333巷31弄68號,https://tainan.housetube.tw/43754,22.9769077,120.1960998
785,祥閤10,,38.57~41.94,台南市東區裕德二街8-2號,台南市東區裕德二街8-2號,https://tainan.housetube.tw/43741,24.347957,121.30993
786,水沐清禾,,57.8~66.05,萬年三街206號,萬年三街206號,https://tainan.housetube.tw/43681,23.950246,120.580379
787,欣園堡7,,位址:,首購,安南區十二佃路81巷37號旁,https://tainan.housetube.tw/43679,,
788,安平鵀,,未提供,世平三街、世平三街24巷,世平三街、世平三街24巷,https://tainan.housetube.tw/43641,,
789,富立真邦/和築真邦,,位址:,社區,台南市東區崇賢三路2號,https://tainan.housetube.tw/43597,,
790,丞光友里2期,,50,台南市西港區劉厝里劉厝8之16號,台南市西港區劉厝里劉厝8之16號,https://tainan.housetube.tw/43577,23.1273753,120.1760888
791,千鼎苑NO.11,,98.12起,台南市安平區光州六街109號,台南市安平區光州六街109號,https://tainan.housetube.tw/43552,22.9909493,120.1612539
792,禧雲院3,,58.68~60.7,台南市仁德區行大一街307號對面,台南市仁德區行大一街307號對面,https://tainan.housetube.tw/43550,23.109964,120.301152
793,晨愛邑13,,54.92~57.88,台南市永康區廣興街38巷34弄7號,台南市永康區廣興街38巷34弄7號,https://tainan.housetube.tw/43545,23.019203,120.27567
794,朗悅,,97,台南市安南區海中街138巷25號,台南市安南區海中街138巷25號,https://tainan.housetube.tw/43544,,
795,麒創長和,,未提供,位址:,台南市安南區長和路四段215、217號,https://tainan.housetube.tw/43543,40.8695689,-73.9151877
796,鑫苑二期,,未提供,台南市新營區新南一路,台南市新營區新南一路,https://tainan.housetube.tw/43351,23.3118221,120.301399
797,欣學苑,,未提供,台南市學甲區華宗路258巷28號,台南市學甲區華宗路258巷28號,https://tainan.housetube.tw/43350,23.109964,120.301152
798,合室 合適,,48起,台南市學甲區裕農街,台南市學甲區裕農街,https://tainan.housetube.tw/43349,23.2248259,120.1875219
799,金艷富邸9-劉厝三期,,38,台南市西港區成功段905號,台南市西港區成功段905號,https://tainan.housetube.tw/43348,23.109964,120.301152
800,田富臻,,未提供,台南市官田區南廍47之5號～7號,台南市官田區南廍47之5號～7號,https://tainan.housetube.tw/43346,23.214514,120.305969
801,閑築居5,,未提供,台南市仁德區文賢路一段763巷,台南市仁德區文賢路一段763巷,https://tainan.housetube.tw/43345,23.109964,120.301152
802,藏龍7,,位址:,社區,台南市歸仁區仁愛六街,https://tainan.housetube.tw/43343,22.9670207,120.2996182
803,尚弘三期,,56.17~58.22,新營區民生路139巷內,新營區民生路139巷內,https://tainan.housetube.tw/43210,23.30694,120.31056
804,真合邑8,,45.8~60.8,安定區港尾段954-1~954-18號,安定區港尾段954-1~954-18號,https://tainan.housetube.tw/43125,,
805,安慶時尚,,位址:,社區,西衛23-11號旁,https://tainan.housetube.tw/42892,,
806,富宇成佳,,位址:,社區,台南市麻豆區建南街140號,https://tainan.housetube.tw/42890,,
807,祥閤9,,未提供,台南市安平區永華十一街141巷62號旁,台南市安平區永華十一街141巷62號旁,https://tainan.housetube.tw/42888,22.99325,120.160987
808,森LaVie,,28~38,台南市仁德區文賢路一段563號,台南市仁德區文賢路一段563號,https://tainan.housetube.tw/42854,22.9316161,120.231207
809,喆園3,,51~54,台南市安南區城北路800巷35號,台南市安南區城北路800巷35號,https://tainan.housetube.tw/42851,23.0781282,120.1312923
810,福灣寬庭NO.11,,45~60,台南市南區萬年一街,台南市南區萬年一街,https://tainan.housetube.tw/42778,22.9297732,120.1865059
811,新境2,,未提供,台南市新營區新北八街,台南市新營區新北八街,https://tainan.housetube.tw/42729,23.3138539,120.3026258
812,唯二,,60.63~60.64,台南市新市區華美街,台南市新市區華美街,https://tainan.housetube.tw/42720,23.0760651,120.2985788
813,普羅旺斯No.3,,65~75,西港區竹林里大竹林23-1號,西港區竹林里大竹林23-1號,https://tainan.housetube.tw/42690,25.04851,121.521213
814,水月里仁,,61~66,臺南市鹽水區行昌路,臺南市鹽水區行昌路,https://tainan.housetube.tw/42667,,
815,鄉景誠品,,位址:,,新市區南三舍569地號,https://tainan.housetube.tw/42665,,
816,皇邑新市,,位址:,社區,新市區光華街,https://tainan.housetube.tw/42664,23.071076,120.2989105
817,鄉景臻品,,位址:,社區,新市區南三舍1059地號,https://tainan.housetube.tw/42662,,
818,南科之心5,,位址:,社區,新市區北社內段,https://tainan.housetube.tw/42654,35.0031319,135.7573708
819,禾園悅舍8,,69.8,西港區堀子頭203號,西港區堀子頭203號,https://tainan.housetube.tw/42636,,
820,如邑2,,未提供,位址:,安平區府前四街147號,https://tainan.housetube.tw/42614,,
821,長磯II聽心苑-大樓區,,位址:,明星學區,台南市新化區新豐段698地號,https://tainan.housetube.tw/42597,,
822,陸陸大順,,129.64,未提供,未提供,https://tainan.housetube.tw/42521,34.2338993,135.177091
823,大麗Ai 1,,位址:,首購,台南市安定區保安段195地號,https://tainan.housetube.tw/42494,,
824,璞御,,124.4~125.6,安平區光州五街158號,安平區光州五街158號,https://tainan.housetube.tw/42489,,
825,雙城匯,,48.1~74,台南市仁德區行大一街81號旁,台南市仁德區行大一街81號旁,https://tainan.housetube.tw/42476,23.109964,120.301152
826,大灣藏富2,,未提供,永康區大灣一街45巷,永康區大灣一街45巷,https://tainan.housetube.tw/42469,23.0030032,120.2621482
827,富美居易2期,,43~56,台南市東山區育仁街21號對面,台南市東山區育仁街21號對面,https://tainan.housetube.tw/42448,35.0094336,135.7797778
828,欣澄佳,,位址:,首購,安南區智安一街18巷,https://tainan.housetube.tw/42433,23.0491959,120.1775622
829,長磯II聽心苑-透天區,,54~57,台南市新化區新豐段698地號,台南市新化區新豐段698地號,https://tainan.housetube.tw/42424,,
830,洺揮非凡,,位址:,,中正三街175號,https://tainan.housetube.tw/42411,23.0388767,120.2449208
831,楷爾集團總部大樓,,位址:,社區,安平區育平六街99號,https://tainan.housetube.tw/42404,,
832,漱石森林NO.2,,75.69~84.46,台南仁德區(鄰近東區)保生東路vs全福路80巷13弄17號/全福新城旁,台南仁德區(鄰近東區)保生東路vs全福路80巷13弄17號/全福新城旁,https://tainan.housetube.tw/42400,,
833,清田峰象,,未提供,佳里興429~35號,佳里興429~35號,https://tainan.housetube.tw/42390,,
834,日東昇ARCH2期,,56~72,台南市永康區中正七街,台南市永康區中正七街,https://tainan.housetube.tw/42389,23.0410063,120.2404586
835,廣紘1號星,,位址:,社區,永康區新行街70號,https://tainan.housetube.tw/42387,23.011917,120.2304592
836,國泰磐耘,,56~71,台南市東區中華東路二段156號旁,台南市東區中華東路二段156號旁,https://tainan.housetube.tw/42376,,
837,無二,,未提供,裕誠街,裕誠街,https://tainan.housetube.tw/42375,22.989046,120.242249
838,為有巢-胡厝寮,,34~40,台南市善化區胡厝段1127號,台南市善化區胡厝段1127號,https://tainan.housetube.tw/42341,24.967801,121.250638
839,石上澍,,134.3,台南市安平區育平三街61號,台南市安平區育平三街61號,https://tainan.housetube.tw/42285,22.9878381,120.1649661
840,鼎旺龍囍,,31~50,位址:,永康區龍潭街73號,https://tainan.housetube.tw/42283,23.0321831,120.2663566
841,風光合2-日光墅,,69~79,台南市六甲區成功街近七甲街,台南市六甲區成功街近七甲街,https://tainan.housetube.tw/42276,23.109964,120.301152
842,豐成好好2,,未提供,安平區建平12街106-1號,安平區建平12街106-1號,https://tainan.housetube.tw/42273,25.04851,121.521213
843,家薪3,,42.6~45.45,台南市佳里區佳里興5號對面,台南市佳里區佳里興5號對面,https://tainan.housetube.tw/42271,,
844,為有巢-學中6,,未提供,台南市安南區公學路七段113巷,台南市安南區公學路七段113巷,https://tainan.housetube.tw/42267,,
845,府城同心,,45~54,台南市安南區淵西一街31巷27～41號,台南市安南區淵西一街31巷27～41號,https://tainan.housetube.tw/42265,,
846,安中豐滙,,118.65~120.33,安南區安中路三段68號,安南區安中路三段68號,https://tainan.housetube.tw/42246,,
847,官田奇蹟2,,未提供,官田區182-39號,官田區182-39號,https://tainan.housetube.tw/42207,24.2308324,116.0749185
848,呈豐日日28,,56,永康區大灣路356巷,永康區大灣路356巷,https://tainan.housetube.tw/42199,23.005943,120.2661976
849,正曜京硯,,位址:,社區,台南市安定區港口22-23號,https://tainan.housetube.tw/42197,24.830938,121.235938
850,好意園26,,62~68,臺南市北區文賢路1122巷122號(文靈公園旁),臺南市北區文賢路1122巷122號(文靈公園旁),https://tainan.housetube.tw/42195,,
851,美夢成真NO10,,未提供,臺南市下營區仁里段781-1地號,臺南市下營區仁里段781-1地號,https://tainan.housetube.tw/42194,,
852,美夢成真NO9,,未提供,臺南市下營區仁里段757-4地號,臺南市下營區仁里段757-4地號,https://tainan.housetube.tw/42193,,
853,隣境,,位址:,首購,台南市仁德區太子路127-6號,https://tainan.housetube.tw/42158,22.991374,120.266614
854,沅陞拾美莊園,,未提供,台南市善化區什乃里,台南市善化區什乃里,https://tainan.housetube.tw/42156,23.1441775,120.28082394436552
855,贏嘉smile,,未提供,台南市安南區本原街一段382巷,台南市安南區本原街一段382巷,https://tainan.housetube.tw/42152,23.0543158,120.1958846
856,朋緯不二3,,未提供,未提供,未提供,https://tainan.housetube.tw/42150,34.2338993,135.177091
857,德和大邁18,,155,台南市東區崇德二十二街27號,台南市東區崇德二十二街27號,https://tainan.housetube.tw/42147,22.9668309,120.2284674
858,青逸8,,51~64,台南市永康區大灣三街57巷16-1號,台南市永康區大灣三街57巷16-1號,https://tainan.housetube.tw/42146,23.003518,120.268105
859,風光合2-日光寓,,位址:,首購,台南市六甲區自由街、進化街口,https://tainan.housetube.tw/42141,23.109964,120.301152
