,建案名稱,總價,格局/地坪,建坪,位置,網站,latitude,longitude
4632,植村墅No.3,,未提供,善化鎮陽光三路與蓮潭南街口,善化鎮陽光三路與蓮潭南街口,https://tainan.housetube.tw/12761,23.130849,120.30659
4633,吉祥如意,,未提供,未提供,未提供,https://tainan.housetube.tw/12723,34.2338993,135.177091
4634,佳園,,未提供,未提供,未提供,https://tainan.housetube.tw/12721,34.2338993,135.177091
4635,騰揮會館,,位址:,社區,台南市永康區中正路970巷27號,https://tainan.housetube.tw/12711,,
4636,亞洲富貴,,未提供,未提供,未提供,https://tainan.housetube.tw/12709,34.2338993,135.177091
4637,龍泉禪莊,,未提供,未提供,未提供,https://tainan.housetube.tw/12707,34.2338993,135.177091
4638,邰欣地堡10.11期,,26~35,位址:,東橋五路東橋八街,https://tainan.housetube.tw/12706,,
4639,優學2期,,未提供,未提供,未提供,https://tainan.housetube.tw/12704,34.2338993,135.177091
4640,雋邑8期,,未提供,未提供,未提供,https://tainan.housetube.tw/12703,34.2338993,135.177091
4641,懷石新境,,未提供,位址:,民權路四維路口,https://tainan.housetube.tw/12701,,
4642,新東領袖No.10,,未提供,未提供,未提供,https://tainan.housetube.tw/12763,34.2338993,135.177091
4643,懷石極品No.9,,82~122,裕敬五街118號,裕敬五街118號,https://tainan.housetube.tw/12689,22.9775799,120.2473201
4644,裕智藏富,,147起,裕智街19號,裕智街19號,https://tainan.housetube.tw/12688,22.9863722,120.240093
4645,鼎泰金鑽2期,,60~100,仁德上崙村德善路305巷,仁德上崙村德善路305巷,https://tainan.housetube.tw/12687,,
4646,崑山美學,,82起,永康市大灣路942巷98號,永康市大灣路942巷98號,https://tainan.housetube.tw/12686,,
4647,悅綠墅,,未提供,自強路龍橋街,自強路龍橋街,https://tainan.housetube.tw/12669,,
4648,輝煌年代No.7,,61~92,永和街,永和街,https://tainan.housetube.tw/12668,40.588373,109.971489
4649,輝煌年代No.8,,60起,永和街,永和街,https://tainan.housetube.tw/12667,40.588373,109.971489
4650,白色墅日,,70~77,永康市成功路228巷36號,永康市成功路228巷36號,https://tainan.housetube.tw/12659,32.92792,130.80234
4651,歸仁森渡,,63~68,歸仁民生北街‧至善幼稚園旁,歸仁民生北街‧至善幼稚園旁,https://tainan.housetube.tw/12644,,
4652,福市繪,,27起,位址:,龍國街龍中街口,https://tainan.housetube.tw/12636,,
4653,東騰,,72起,台南市東區裕忠路71號,台南市東區裕忠路71號,https://tainan.housetube.tw/12633,,
4654,雙禧園No.9,,73~118,永康市自強路,永康市自強路 ,https://tainan.housetube.tw/12629,,
4655,力漢天韻No.6,,55~66,官田鄉隆田小旁,官田鄉隆田小旁,https://tainan.housetube.tw/12620,,
4656,達觀五期,,73~100,榮譽街84巷71號,榮譽街84巷71號,https://tainan.housetube.tw/12618,22.9743149,120.218185
4657,大橋院,,未提供,大橋一街103巷,大橋一街103巷,https://tainan.housetube.tw/12612,23.0194047,120.2280678
4658,晉暉大和,,139起,中華北路一段181巷32號,中華北路一段181巷32號,https://tainan.housetube.tw/12611,23.0102609,120.1841274
4659,南榮大街,,26~45,位址:,南榮學院正對面,https://tainan.housetube.tw/12609,,
4660,海灣villa,,52~53,綠園道別墅專區本田路二段,綠園道別墅專區本田路二段,https://tainan.housetube.tw/11414,,
4661,南榮大街No.2,,28~32,位址:,鹽水鎮和平路65巷,https://tainan.housetube.tw/9650,23.278738,120.213174
4662,家專麗緻No.2,,未提供,位址:,正南五街317號旁,https://tainan.housetube.tw/12594,23.034524,120.239099
4663,金華首席,,103~205,台南市中西區金華路四段22號,台南市中西區金華路四段22號,https://tainan.housetube.tw/12586,22.9967369,120.1942704
4664,誠銳川普No.2,,26~43,位址:,仁愛路與佳南路口旁,https://tainan.housetube.tw/12576,,
4665,歸仁黃金城,,52~65,中山一街12巷口,中山一街12巷口,https://tainan.housetube.tw/12575,24.8946629,121.0408867
4666,水岸原墅No.12,,30~25,位址:,安通路四段（北安路口）,https://tainan.housetube.tw/12519,,
4667,文化劍橋No.3,,29~38,位址:,文化中心.公園路上,https://tainan.housetube.tw/12518,25.025901,121.47192
4668,山水四季公園兩戶,,109起,公園路412號,公園路412號,https://tainan.housetube.tw/12488,23.1612837,120.1725981
4669,有名堂 No.5,,58~68,龍安街、龍國街口,龍安街、龍國街口,https://tainan.housetube.tw/12485,,
4670,晶鑽,,30~51,位址:,和緯路二段育德一街口,https://tainan.housetube.tw/12467,,
4671,之璽,,未提供,未提供,未提供,https://tainan.housetube.tw/12466,34.2338993,135.177091
4672,林語堂No.2,,未提供,文成路595號,文成路595號,https://tainan.housetube.tw/12465,36.64681,101.704799
4673,東城,,100起,東門路3段37巷,東門路3段37巷,https://tainan.housetube.tw/12460,,
4674,金皇龍No.3,,36~55,位址:,長榮路誠品書局旁,https://tainan.housetube.tw/12444,23.66977,120.485126
4675,仁和鉅富3期,,71~130,仁和路．文化三街,仁和路．文化三街,https://tainan.housetube.tw/12443,,
4676,南科晶鑽No.2,,未提供,位址:,建國路．善化夜市旁,https://tainan.housetube.tw/12439,,
4677,曄俊,,59~66,培安路,培安路,https://tainan.housetube.tw/12434,23.042527,120.211725
4678,熙園No.2,,155起,建平一街23巷62號,建平一街23巷62號,https://tainan.housetube.tw/12432,22.9849472,120.1804351
4679,當代逸墅NO.3,,未提供,未提供,未提供,https://tainan.housetube.tw/12427,34.2338993,135.177091
4680,當代逸墅NO.5,,未提供,未提供,未提供,https://tainan.housetube.tw/12426,34.2338993,135.177091
4681,公園家No.7,,未提供,位址:,未提供,https://tainan.housetube.tw/12420,34.2338993,135.177091
4682,惠丞崇學,,122,台南市東區崇德四街7巷53號,台南市東區崇德四街7巷53號,https://tainan.housetube.tw/12378,23.109964,120.301152
4683,南科晶鑽,,30~52,位址:,建國路．善化夜市旁,https://tainan.housetube.tw/11485,,
4684,第一樂章,,未提供,崇明十四街,崇明十四街,https://tainan.housetube.tw/12354,22.9737787,120.225673
4685,中正御品苑,,60~74,台南市新營區中正路437號,台南市新營區中正路437號,https://tainan.housetube.tw/12352,,
4686,花巷草弄No.22,,61~78,永華十一街.光州六街,永華十一街.光州六街,https://tainan.housetube.tw/12351,,
4687,上邑No.3,,27~31,位址:,自強路,https://tainan.housetube.tw/12350,23.045401,121.15916
4688,僑昱 i Life,,位址:,社區,林森路,https://tainan.housetube.tw/12347,24.734708,121.093606
4689,北安清境/大麥田No.13,,55~83,安南區北安路三段.怡安路口,安南區北安路三段.怡安路口,https://tainan.housetube.tw/12346,23.043879,120.20387
4690,屋托邦/優遊館No.9,,48~59,安南區十二佃路216巷,安南區十二佃路216巷,https://tainan.housetube.tw/12345,,
4691,新都郡,,47~63,台南市南區國民路565號,台南市南區國民路565號,https://tainan.housetube.tw/12342,22.9733031,120.205388
4692,喜來登,,50~61,海佃路一段麥當勞旁,海佃路一段麥當勞旁,https://tainan.housetube.tw/12335,,
4693,英郡No.8,,51~60,北安路二段190號,北安路二段190號,https://tainan.housetube.tw/12316,23.0305498,120.20471
4694,太子新文化NO.2,,65~80,文化二街、文化六街口,文化二街、文化六街口,https://tainan.housetube.tw/12312,,
4695,文元會館,,位址:,社區,台南市北區北成路401號,https://tainan.housetube.tw/12311,23.0185917,120.2005352
4696,晨和闊園No.2,,83起,健康三街482巷37號,健康三街482巷37號,https://tainan.housetube.tw/12310,22.995001,120.170172
4697,聖龍金店,,30~31,位址:,永康市聖龍街23號(近永康市公所、中山商圈),https://tainan.housetube.tw/12303,,
4698,泰東e成家,,50~57,善化鎮什乃代天宮旁,善化鎮什乃代天宮旁,https://tainan.housetube.tw/12300,,
4699,偉人居No.2,,77.5起,慶安路115巷,慶安路115巷,https://tainan.housetube.tw/12299,23.0430093,120.2126521
4700,金綠園,,20~36,位址:,台南市歸仁區仁愛南街,https://tainan.housetube.tw/12298,22.9626804,120.300603
4701,皇逸逸品,,64~78,永大路三段469巷107弄38號,永大路三段469巷107弄38號,https://tainan.housetube.tw/12297,23.038503,120.2552643
4702,波爾多姿No.2,,58~79,永大路自強路口,永大路自強路口,https://tainan.housetube.tw/12282,,
4703,陽光大地,,未提供,中山一街成功路口,中山一街成功路口,https://tainan.housetube.tw/12262,22.637071,120.390689
4704,狀元第,,55~77,台南市歸仁區信義北路2號,台南市歸仁區信義北路2號,https://tainan.housetube.tw/12253,23.0093446,120.2043942
4705,麻豆芳鄰,,58起,麻豆鎮麻豆口19號之7號,麻豆鎮麻豆口19號之7號,https://tainan.housetube.tw/12252,23.1783987,120.2211608
4706,夏木漱石No.3,,未提供,長南街58號,長南街58號,https://tainan.housetube.tw/12250,,
4707,勝田金華,,69~75,金華路二段147巷52號,金華路二段147巷52號,https://tainan.housetube.tw/12249,22.9808245,120.1898305
4708,海閱V1,,20~41,郡平路56號•大潤發安平店旁,郡平路56號•大潤發安平店旁,https://tainan.housetube.tw/1000,,
4709,深耕,,未提供,永和街探索公園旁,永和街探索公園旁,https://tainan.housetube.tw/12223,,
4710,敦煌愛悅,,71起,武聖路底大興街口,武聖路底大興街口,https://tainan.housetube.tw/12222,,
4711,花巷草弄No.21,,127起,健康一街70巷17號,健康一街70巷17號,https://tainan.housetube.tw/12218,,
4712,大器四方,,未提供,裕敬三街78號,裕敬三街78號,https://tainan.housetube.tw/12214,22.9813531,120.2468696
4713,龍橋會館,,位址:,社區,未提供,https://tainan.housetube.tw/12213,34.2338993,135.177091
4714,大同會館,,63~76,大同街606巷,大同街606巷,https://tainan.housetube.tw/11455,,
4715,大安會館,,未提供,大安街大灣三街口,大安街大灣三街口,https://tainan.housetube.tw/10417,,
4716,和顏悅舍No.3,,56~90,永安街、大成路口,永安街、大成路口,https://tainan.housetube.tw/12207,,
4717,優廣富玉所,,未提供,位址:,臨安路和真街口,https://tainan.housetube.tw/12204,,
4718,南師公園,,28~51,位址:,府連路、五妃街口,https://tainan.housetube.tw/12199,,
4719,太茂大和,,54~65,大灣路40巷,大灣路40巷,https://tainan.housetube.tw/12197,23.0156969,120.267893
4720,新東京堡No.2,,26~43,位址:,新營市東泰路78號,https://tainan.housetube.tw/12191,23.306398,120.3233376
4721,快樂GO,,40~60,佳里鎮成功路與佳南路旁,佳里鎮成功路與佳南路旁,https://tainan.housetube.tw/12190,23.172084,120.175302
4722,富甲官田No.2,,60~70,官田鄉二鎮村130號,官田鄉二鎮村130號,https://tainan.housetube.tw/714,,
4723,瑞桔登峰ＮＯ.3,,123起,育成路149巷,育成路149巷,https://tainan.housetube.tw/12186,23.0174851,120.207255
4724,皇家居,,24~27,位址:,安中路一段543號,https://tainan.housetube.tw/12185,,
4725,印象巴洛克,,60~71,中正路9巷1號,中正路9巷1號,https://tainan.housetube.tw/12183,23.3066203,120.315759
4726,富景8期,,未提供,公學路.安吉路口,公學路.安吉路口 ,https://tainan.housetube.tw/12181,,
4727,星閱,,未提供,裕英街裕農三街,裕英街裕農三街,https://tainan.housetube.tw/12176,,
4728,人文首璽2,,未提供,永華十二街27巷11號,永華十二街27巷11號,https://tainan.housetube.tw/12175,22.9917933,120.1585312
4729,墅有風,,26~48,位址:,台南市安南區安中路一段,https://tainan.housetube.tw/12172,23.0332597,120.212233
4730,真白京二期,,位址:,,未提供,https://tainan.housetube.tw/12170,34.2338993,135.177091
4731,真白京一期,,位址:,社區,未提供,https://tainan.housetube.tw/12169,34.2338993,135.177091
4732,白京名店,,位址:,社區,未提供,https://tainan.housetube.tw/12168,34.2338993,135.177091
4733,白京時尚名店,,位址:,社區,未提供,https://tainan.housetube.tw/12167,34.2338993,135.177091
4734,白京,,位址:,社區,未提供,https://tainan.housetube.tw/12166,34.2338993,135.177091
4735,英郡No.3,,60~66,安西二街安通三街口,安西二街安通三街口,https://tainan.housetube.tw/12165,,
4736,家專麗緻,,未提供,位址:,正南五街317號,https://tainan.housetube.tw/12150,23.0366718,120.2369888
4737,大奇蹟第八期,,未提供,大社888之1號旁,大社888之1號旁,https://tainan.housetube.tw/12148,,
4738,東區晶典Ｎo.2,,未提供,崇善十三街9號,崇善十三街9號,https://tainan.housetube.tw/12144,,
4739,中正7街,,未提供,位址:,中正七街,https://tainan.housetube.tw/12143,24.896035,121.043159
4740,廣禾原砌,,93~115,裕敬路裕敬二街口,裕敬路裕敬二街口,https://tainan.housetube.tw/12141,,
4741,文元尚學,,79起,文賢三街337巷15號,文賢三街337巷15號,https://tainan.housetube.tw/12128,23.0163372,120.1977048
4742,生活家No.10,,68~70,永康公園路,永康公園路,https://tainan.housetube.tw/12123,26.332975,126.808922
4743,統一夢公園,,60~99,南科LM特定區陽光大道,南科LM特定區陽光大道,https://tainan.housetube.tw/12120,,
4744,兵南584,,24~45,中華路小東路口,中華路小東路口,https://tainan.housetube.tw/12119,25.133672,121.545152
4745,百慶歡喜大台南,,未提供,位址:,勝學路家樂福前,https://tainan.housetube.tw/12118,,
4746,金生麗水,,27~53,位址:,安豐六街培安二街口,https://tainan.housetube.tw/12117,,
4747,都會特區No.2,,98~140,麻豆鎮新生北路196巷,麻豆鎮新生北路196巷,https://tainan.housetube.tw/12116,23.1896,120.241928
4748,綠生活,,45~66,省道台一縣啤酒廠對面,省道台一縣啤酒廠對面,https://tainan.housetube.tw/12115,,
4749,崑山領袖No.3,,58~70,大灣路37巷,大灣路37巷,https://tainan.housetube.tw/12113,23.0126875,120.2725099
4750,太普墅風景,,30~40,位址:,健康路健康三街,https://tainan.housetube.tw/12104,,
4751,文化二街,,25~45,位址:,台南市東區文化二街,https://tainan.housetube.tw/12103,22.9754961,120.2333574
4752,大塊先生,,120起,崇善十六街１３０號,崇善十六街１３０號,https://tainan.housetube.tw/12099,,
4753,知築,,175起,文平路187巷18號,文平路187巷18號,https://tainan.housetube.tw/12095,22.9869739,120.1771755
4754,晶湛,,79~130,中華東路二段100號,中華東路二段100號,https://tainan.housetube.tw/12087,,
4755,年年如意50期,,25~52,位址:,東橋五路、東橋二街口,https://tainan.housetube.tw/12067,,
4756,公園麗緻豪宅,,180起,公園路7巷32號,公園路7巷32號,https://tainan.housetube.tw/12063,23.0129603,120.2629973
4757,文化傳家,,未提供,台南市東區中華東路三段399巷11弄2號,台南市東區中華東路三段399巷11弄2號,https://tainan.housetube.tw/12062,,
4758,頂安雙璽,,73起,頂安街,頂安街,https://tainan.housetube.tw/12054,23.044045,120.210237
4759,大橋首富No.2,,23~41,位址:,大橋國中旁,https://tainan.housetube.tw/12051,25.0029966,121.4678430081837
4760,中正大街ＮＯ.2,,66~72,中正路•四維街口,中正路•四維街口,https://tainan.housetube.tw/12013,,
4761,大囍市,,30~42,位址:,歸仁區中山路三段228號(加油站斜對面),https://tainan.housetube.tw/12011,,
4762,信美香川 No.5,,70起,文賢路596巷20號,文賢路596巷20號,https://tainan.housetube.tw/12007,23.008656,120.1943219
4763,之上,,118~140,西門路四段65巷151號,西門路四段65巷151號,https://tainan.housetube.tw/12006,23.0091743,120.2035297
4764,白金侯爵,,122~138,四維街77號,四維街77號,https://tainan.housetube.tw/11980,24.1392632,120.6736065
4765,村莊新合院,,79起,安平路500巷,安平路500巷,https://tainan.housetube.tw/11951,23.0000259,120.1726143
4766,美麗年代,,93~96,湖美二街106巷69號,湖美二街106巷69號,https://tainan.housetube.tw/513,23.0030584,120.1833322
4767,南科樹谷莊園,,54~60,安定鄉中榮村許中營25-21號（魔法森林餐廳旁）,安定鄉中榮村許中營25-21號（魔法森林餐廳旁）,https://tainan.housetube.tw/10407,,
4768,崑山領袖ＮＯ.2,,97起,文化路216號,文化路216號,https://tainan.housetube.tw/11943,48.13559,85.606028
